run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,row_sampling,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_channel_bits,angular_correction_channel_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,lora_layer_energy_centroid,lora_layer_energy_entropy
arm-a__mistral-7b-base__all-linear-r16__s11__ae34ad6906,arm_a,mistral_7b_base,arm_a,11,16,8,all,4000,3996,uniform,0.7575920874805279,True,0.5705724113543508,48997.0,0.9805964997067349,127.32617507994239,424.2499937823662,1256.433260648376,28.54472261259529,0.6937881096528145,25.69971184171093,0.12306055193100623,0.815336483178201,0.10459147416679818,321,381.6133108213005,678.3670939582009,427.0447917512937,786.8759883492602,744.8268233258087,302,641.0740609059372,958.4789352342777,872.1996639186929,7080.279590843438,847.3351497160775,371.01432750761705,207.82705004796577,166.64914239994135,6.437947335259081,6.51856913356235,0.16717277044343795,0.022175921975158122,15.270391920084695,0.02738030911877576,0.5116728763812479,0.20932406974232992,0.08064992681545068,1.2239744993630826,0.4427486530005573,0.2706784739188893,0.8708753085993564
arm-a__mistral-7b-base__all-linear-r16__s22__482260f791,arm_a,mistral_7b_base,arm_a,22,16,8,all,4000,4000,uniform,0.8292686032591805,True,0.5662230420345438,48183.0,0.9960061439487617,136.3055184163975,436.48134061659255,1272.445489199757,28.610141066963873,0.7058694158331491,26.001250579154412,0.11541627722059263,0.8171807567388574,0.09976007945207008,333,388.9109061401356,704.1823638039191,433.3558399682546,810.0650187694895,767.9620935842524,315,666.7814545977054,974.2746826660934,889.970773490834,7153.252235356363,865.3506677831987,378.50227058872923,202.67642090583064,160.02677728129058,6.492397907557871,6.566295292177211,0.16125812990046676,0.024270938902039796,32.85210078068076,0.01743818760641147,0.49437268108480337,0.09140703905800758,0.07365389051649074,2.061591480027488,0.436493320926466,0.27977233017401026,0.878022064632442
arm-a__mistral-7b-base__all-linear-r16__s33__a03e7b70d5,arm_a,mistral_7b_base,arm_a,33,16,8,all,4000,3998,uniform,0.768216049290368,True,0.5648070891887664,47217.0,0.9801873432006687,129.51480357263077,429.3695014630615,1264.4859670062688,28.467523172300993,0.6920514895027736,25.70440972496883,0.1192929852205518,0.8172695527411677,0.10151768385743472,324,383.5610214908228,685.9785894424756,430.63444266819573,797.8310036378589,755.6026099331299,306,649.6982346230093,966.7014866064651,877.5516608739197,7107.339714976651,854.0983982758025,373.8943201417591,212.20184424734558,169.9232650529629,6.444606501087581,6.509299321229477,0.17097198808151098,0.021691483538367674,33.37394307776423,0.01576941741079041,0.5062684045668469,0.21120131672313083,0.0768026305158638,1.3116150221222607,0.4406028820204695,0.2796240130157544,0.8780222945960191
arm-a__mistral-7b-base__all-linear-r16__s44__eefd58d830,arm_a,mistral_7b_base,arm_a,44,16,8,all,4000,3999,uniform,0.7596467256436348,True,0.5842722823458464,50219.0,0.9821922774135601,126.24099951569457,426.37265629268205,1265.2370128458442,28.593188396520294,0.6975671583786607,25.644191433973102,0.11500703430987078,0.8155645817987983,0.10868108761203751,324,382.90494283533405,684.4419802492106,428.8376977540573,794.0995413551375,750.9992624969116,305,644.7022262438749,963.4481522486567,876.2213077040719,7106.386597008471,849.207089733086,371.0937073721748,212.55278019418387,170.64977561201667,6.4228434657259506,6.520180344853605,0.1680082394939793,0.02225291294559978,33.40581054680601,0.028086911992734276,0.5047033993552212,0.30095694981611815,0.03778309226707859,1.030945933812082,0.435885665792316,0.2839700989136061,0.8811030515682641
arm-a__mistral-7b-base__all-linear-r16__s55__16acdf3c23,arm_a,mistral_7b_base,arm_a,55,16,8,all,4000,3998,uniform,0.7914648867704885,True,0.5666774869368132,49054.0,0.9779933282698039,135.08888368169065,431.38245455369196,1260.9888965586092,28.19007265840233,0.6886102327698609,25.767808556295314,0.20526616958443472,0.8212888810913489,0.10553734581959157,330,389.33093506153926,701.0253592903324,433.5702562823851,805.9518154601215,751.4161455540309,307,653.8362009154249,972.7148039466908,889.0323669622746,7111.568834103491,857.9712780581008,376.4840660213075,196.6452682240173,156.46094784620365,6.4917762209141445,6.561667888357086,0.16073472284212037,0.023864304798271146,15.166187413996354,0.01657203519423789,0.49659425356651177,0.15651619129234565,0.093342765124778,1.5420691005232445,0.43986525365922435,0.28189601417846366,0.8800179681249923
arm-a__mistral-7b-base__all-linear-r16__s66__2d3a464d97,arm_a,mistral_7b_base,arm_a,66,16,8,all,4000,3998,uniform,0.8057709301421774,True,0.5369175886861233,45432.0,0.9954516324214637,138.4468592643838,434.55769731893446,1256.1910094194227,27.833068330343398,0.706362086100853,25.640030286990278,0.11557455917785586,0.8182112199279703,0.1041276029624739,333,388.74761059596204,703.392227510215,433.63578531288726,810.3259056188797,770.6151723656076,316,669.4335564502611,974.3975371557583,889.299798540169,7141.457432474209,867.7329914786548,380.02359845682497,200.23472948457945,159.75965112522627,6.50609531847065,6.560729757975018,0.1626379157472843,0.023916809113918636,35.267606908420746,0.0147025144325863,0.4915218684961269,0.12141394421545891,0.0793177626616619,1.6343921722457657,0.43552358310631956,0.28956656176763074,0.8856325977170995
arm-b__mistral-7b-base__all-linear-r16__s11__0d76de8415,arm_b,mistral_7b_base,arm_b,11,16,4,all,8000,7990,uniform,0.7285067995910727,True,0.5925725150776251,48997.0,0.9783467304274994,135.30202423528212,432.7732542449691,1258.551635672306,29.131227142998732,0.689469189122465,25.863841361156453,0.1222302760229253,0.8170795922164626,0.09817978047238456,331,388.33793035601764,701.2419784418603,433.2146059897541,807.9096522304698,764.568650826423,313,663.0993691140013,1374.9640505241034,1267.9099186148615,7827.471721336988,1232.5843293891817,377.5371429124789,201.7292838656779,160.72635296139623,6.470465949803543,6.543292764494293,0.162901942245129,0.02360120273287032,29.63961038897415,0.02275281116592598,0.49922538809240535,0.13313757590629566,0.0935390409430176,1.6954727790665622,0.4409082650730022,0.2821305149984888,0.8793607025014781
arm-b__mistral-7b-base__all-linear-r16__s22__08d8fb2f6e,arm_b,mistral_7b_base,arm_b,22,16,4,all,8000,7996,uniform,0.7540926541642962,True,0.5940193451928135,48183.0,1.0022611227468587,131.06772289596,434.71583868431804,1276.7308238398796,27.62971930331591,0.7113328261184506,26.002991196844995,0.14531194508728226,0.8203255535249552,0.11344557290250212,331,387.725345970854,699.763759805368,433.9616796245897,809.4679424768999,763.6851396125783,311,658.5900962556393,1376.8035758330666,1266.6749579465938,7846.386116333762,1228.6698797428257,376.1529614971944,211.200301577583,168.29057768164853,6.4444221743828045,6.5338627053514315,0.1668389141555384,0.02263598663751949,31.89358034084881,0.025018194280027606,0.5037382789853033,0.25481278685669945,0.04258136842982226,1.1983497220995396,0.43588419381195365,0.2681371162152527,0.8684535473071339
arm-b__mistral-7b-base__all-linear-r16__s33__b205df2dc9,arm_b,mistral_7b_base,arm_b,33,16,4,all,8000,7993,uniform,0.78417933687511,True,0.6031336065849289,47217.0,0.9836934021986358,133.27511396964877,430.7919168524837,1258.1139069815508,28.077395850884013,0.6954725905233231,25.52089883172054,0.12783915097092208,0.8156724903035965,0.10781915588407243,330,387.1221625633273,699.0369123634348,432.50799001746526,807.2774812289886,762.6232687419651,311,659.4933505180101,1374.2151746813986,1265.7530148428675,7831.052760314465,1229.2715652145434,376.09303519540566,204.29527588136625,163.6433752813921,6.466074637678346,6.543591646605422,0.16461671249659685,0.023374733131441134,34.802792343651525,0.02087894394369194,0.494538633536269,0.21725294239197637,0.09798603387717672,1.1269919767983239,0.4371362432580196,0.2657887483769763,0.8667376240934384
arm-b__mistral-7b-base__all-linear-r16__s44__c5c2ceba14,arm_b,mistral_7b_base,arm_b,44,16,4,all,8000,7987,uniform,0.7114788709347668,True,0.6077331054185924,50219.0,0.9945556581369601,128.11494442370062,433.10380604213515,1284.3094128020691,29.045649320694977,0.702754117664881,25.645947268000118,0.12106926387877402,0.815831823073644,0.10433341138578767,326,384.74395994253615,689.5581272821535,430.6129031885646,798.886634496288,756.4789978543062,307,650.6772605321246,1366.1040866062804,1256.4457332714383,7833.140979658605,1220.2084420749654,373.3243337170548,214.45877896241387,169.4285106783234,6.429345428201842,6.5277612826364875,0.16718621928013933,0.022500187681539857,32.06154898576517,0.0272223259365566,0.5041052825530294,0.22137013064301736,0.08783855841109328,1.121870837772919,0.4425187373910763,0.26562838405779693,0.866290213161774
arm-b__mistral-7b-base__all-linear-r16__s55__02526a32bd,arm_b,mistral_7b_base,arm_b,55,16,4,all,8000,7993,uniform,0.7300087765264255,True,0.596804867191018,49054.0,0.9848104808479548,132.35207065279403,433.86450466468256,1277.667858371853,28.018463108164738,0.6958372088411124,25.834986688407742,0.1355497675276404,0.8166630105329786,0.10003519779563022,326,385.93499331847755,691.2347835050748,432.2931704386857,801.6259205591878,756.6828509509153,306,651.9723943980975,1369.811111091476,1259.0753104159744,7835.466775435962,1223.0247065574417,375.4157509470689,211.7191766697377,168.14483985385996,6.464829004507112,6.536518690212545,0.16841789119339573,0.022695939699983618,30.96128930545511,0.017758407021330025,0.5016398462853309,0.21610645710420717,0.06205516161353842,0.9321567647727552,0.4431256725867392,0.24826214454187795,0.8526061903629265
arm-b__mistral-7b-base__all-linear-r16__s66__b019710efc,arm_b,mistral_7b_base,arm_b,66,16,4,all,8000,7988,uniform,0.7431843360776968,True,0.5577754945706508,45432.0,0.9822473358071875,132.35455307622885,429.1283340927357,1250.3512112445328,29.16869851201417,0.6954090578074101,25.630213575376768,0.11596065342603099,0.8160619296164551,0.10247593100371342,329,386.3688352082788,694.8304026382,432.001057772869,803.3957398490738,764.4729008395917,312,659.6090263237081,1370.5350901938834,1261.5630289403855,7826.518864413627,1228.979594935728,376.3688732686674,206.5365230309707,165.4716533834633,6.4598718376241475,6.5391611346553855,0.16588637150056584,0.022893632613205893,31.369224438095724,0.027492041899508712,0.5005931774718411,0.1431602004304985,0.03556627933583459,1.6513446150767364,0.439790395024761,0.2719300846173658,0.8711637276971466
arm-c__mistral-7b-base__all-linear-r16__s11__fd119726f4,arm_c,mistral_7b_base,arm_c,11,16,2,all,16000,15975,uniform,0.7887085001711691,True,0.6198644277689388,48997.0,1.012616376945516,129.70758081956825,434.9554100674718,1293.4466515520899,28.96806637473167,0.720128087879857,25.68579619022249,0.15934276701244715,0.8167644337821294,0.108691420580073,327,385.19246245760394,692.1126701865942,431.87700492807073,803.3047206408295,754.2449206326417,306,649.078082299229,1855.0560109036696,1722.3496370865282,8549.142733168763,1670.667799776358,373.2826700172094,215.0192749075838,169.84161433691594,6.44955124441664,6.526026746553242,0.16931470535378632,0.02235931707135094,29.331611220431615,0.026169687920121754,0.5039611661651513,0.27820993661457255,0.03152600669185906,0.8582885060330029,0.4400658820191735,0.27172991161293664,0.8727691760154862
arm-c__mistral-7b-base__all-linear-r16__s22__dcbb6c5d32,arm_c,mistral_7b_base,arm_c,22,16,2,all,16000,15969,uniform,0.8377329888020615,True,0.6244556566414081,48183.0,0.9755631431762595,132.01741505733676,422.75332972460717,1234.3571907220785,27.71034187764076,0.6890215105813695,25.42951202165121,0.13618735982720345,0.8179406830184893,0.1057537587073996,324,383.827163161386,685.3696196667487,428.9387314571558,792.9163712401058,749.1195940024749,305,647.7954800048057,1842.963725109684,1714.3478761387091,8497.758915053448,1668.8590262346524,374.05018668566606,199.48171188728534,159.793747005241,6.473801318014779,6.533476779763758,0.16519698533464255,0.02281443535955232,31.337829135917126,0.01936997200191648,0.5069191994462852,0.13669400981825455,0.0559617220215072,1.5986298089771405,0.43985770658787393,0.26712795821553753,0.8673227798858796
arm-c__mistral-7b-base__all-linear-r16__s33__5771a9524f,arm_c,mistral_7b_base,arm_c,33,16,2,all,16000,15969,uniform,0.9082635268676633,True,0.6257171307947614,47217.0,0.9770381483540405,124.90276622654338,421.9575124713024,1259.269745736831,28.158718965302995,0.6938910369790392,25.529980308149796,0.1840218822043652,0.8165457822389474,0.10485289803261061,321,381.1152035324147,678.6099406799715,428.63604587458303,791.84548767337,740.1989918746187,299,633.9390200690638,1841.3190356001749,1705.8464036545142,8493.80554584162,1651.9950815265872,368.47038588734847,213.25959358030153,172.25267933814612,6.427079777313619,6.498336020177644,0.17339291826972708,0.02141104533587075,31.20804154964615,0.02113103589029719,0.5117526711364246,0.16465641544789153,0.06786186212505747,1.2351852143026762,0.43656094457615124,0.27184255905134896,0.8720351388000952
arm-c__mistral-7b-base__all-linear-r16__s44__73ff126571,arm_c,mistral_7b_base,arm_c,44,16,2,all,16000,15968,uniform,0.7937577248949925,True,0.6314497938698758,50219.0,0.9999392292191905,127.94166340846554,431.07262795065765,1276.2020477522306,29.340233186404532,0.712066721983203,25.681317197837092,0.12208443856941317,0.8132549295253296,0.10752343615087256,326,383.5367487067418,688.4463985602629,429.42174999295236,798.2525435443727,758.0587821662641,308,651.629710577949,1848.8624210003713,1717.866208815271,8539.399828413361,1673.3423815508304,372.80804500613203,213.68952088377475,170.75767833660024,6.4237077002446465,6.517890780658554,0.16750737262236132,0.022351854473100778,33.911830830399374,0.0194704972279377,0.5000779614171037,0.192052548662932,0.055183998309757565,1.2080323245244953,0.43959848648224753,0.28063671793193,0.8792193990139343
arm-c__mistral-7b-base__all-linear-r16__s55__a47c4343b8,arm_c,mistral_7b_base,arm_c,55,16,2,all,16000,15976,uniform,0.8271338024559165,True,0.6248808820967315,49054.0,1.0022093969164416,125.7501576698673,432.9293744432632,1298.1843389953121,27.82258499212795,0.7110523517185356,25.572900906786575,0.1420310218981471,0.8165169150216659,0.10700801972886599,324,382.6052611457162,683.771858083362,429.12785834229874,794.6021518033361,748.4655704525481,304,642.6206250678331,1844.7275100518962,1712.1495845770182,8537.034127693136,1662.4814859081366,370.58725391336145,217.90866280439965,172.70721354289992,6.422481883297559,6.513345188033362,0.16991351089543172,0.022035947875879595,31.190440710855505,0.019627727801899697,0.5076784160005112,0.23537169629636567,0.04052023096491949,1.0983016259242686,0.4446073724015094,0.26888297969785924,0.8688567778855839
arm-c__mistral-7b-base__all-linear-r16__s66__3853d9344b,arm_c,mistral_7b_base,arm_c,66,16,2,all,16000,15967,uniform,0.874016829366871,True,0.586042524416517,45432.0,0.9987022818531841,130.06379363374967,434.250044336152,1286.6436817355614,28.460861013529982,0.7121270195348188,25.77079367031019,0.13380175943851924,0.8175458709086895,0.10305423675483052,325,384.68839192996154,687.7980279809531,430.85490368849634,797.6582830199637,755.5812663054313,306,650.3639289123661,1848.3926770758653,1717.0760059944994,8547.095128980935,1671.8217749606088,373.95103815861455,214.13393793164536,171.35586804733668,6.449608056097771,6.529779058280818,0.16823416384859813,0.022514916189887622,31.19952027914826,0.025561490276356458,0.5063540684815586,0.3344893206265933,0.019189992122553512,0.8803472581081967,0.4405160311136407,0.24411060100705476,0.8465069489422961
arm-d__mistral-7b-base__all-linear-r16__s11__8a61309a47,arm_d,mistral_7b_base,arm_d,11,16,1,all,32000,31898,uniform,1.00964329524513,True,0.6467754229088749,48997.0,0.9737615072307698,131.94165608296248,429.04229364190473,1255.4740092895036,28.124530596265515,0.686165230758379,25.72789273952163,0.10772109578814137,0.816765222820128,0.09690520306726386,327,386.0347792961203,692.906296310911,431.1826489145647,800.4913874113628,758.2999097469991,309,654.8865100273837,2407.2456583252815,2261.8756235872506,9234.669774807819,2206.3322906223793,375.12383260959064,205.27451152113983,164.49402231576917,6.455988292634695,6.537456705864075,0.16467374754047623,0.02317034031707064,34.854491514641516,0.027271741029517904,0.49807150720317966,0.14134667368001824,0.04878379351180886,1.4276808249745865,0.44099928854243997,0.2769521473376493,0.8760136201211356
arm-d__mistral-7b-base__all-linear-r16__s22__439c047c9b,arm_d,mistral_7b_base,arm_d,22,16,1,all,32000,31899,uniform,0.9826009415461521,True,0.6439395601283299,48183.0,0.9774833360570483,129.99803826835497,430.8314881064509,1267.3107728042196,27.99821816096196,0.6920850247406634,25.73610599528403,0.10982313977838255,0.8166920918833068,0.09627021488060836,328,386.56402729853414,694.154562311194,432.246153817377,802.8439095273375,760.2054512369587,309,654.916584413072,2410.23008741587,2263.315707970975,9250.227809715863,2206.6988723924187,374.57785845208076,210.14814734325034,167.89871304906873,6.443311397395027,6.539693158519102,0.16617116277158803,0.022948823218422378,31.030782733871344,0.018186673929679098,0.5038072578651815,0.2023869743704883,0.05123822051173489,1.0073397986483261,0.4408186998488196,0.27101592037060274,0.8715757603976836
arm-d__mistral-7b-base__all-linear-r16__s33__4b39e5262b,arm_d,mistral_7b_base,arm_d,33,16,1,all,32000,31894,uniform,1.0147652695361888,True,0.6492067701947671,47217.0,1.0032778035238152,125.78115178252177,437.54615237617963,1318.8717892708432,28.47981295335649,0.7105591951694805,25.32360465174434,0.14305723998993627,0.8163185625613317,0.118211975245745,327,384.37914980768903,689.9998684129672,430.1290315824196,798.9248560596236,746.1307176795312,304,643.1528587436517,2404.5422568746085,2257.3104041798174,9264.194719303763,2189.367251018415,370.74984011297136,215.75106368667707,170.30751101439387,6.420414571160929,6.514654654194609,0.16650101981545135,0.02198112157294277,28.28217281682983,0.023117405459640916,0.5018555721351332,0.2316215382610313,0.08638778811460206,1.1944742717764152,0.44111098457925757,0.26555516750163366,0.8676879217457896
arm-d__mistral-7b-base__all-linear-r16__s44__df7aba93a9,arm_d,mistral_7b_base,arm_d,44,16,1,all,32000,31896,uniform,0.9712307844543292,True,0.6548780319182448,50219.0,0.9760410952148959,131.65037871919958,426.2631755698927,1244.1732068690967,28.38263336556851,0.689394472821732,25.728184548032697,0.1418324840752712,0.817710272877522,0.11302547886261116,327,385.4786696476996,692.3391362261826,431.2470616413669,801.2670426499027,758.5116581125299,309,654.5460218098374,2408.141828241521,2260.865896068632,9227.981697520265,2205.072105332367,375.1060388148621,204.45788255929202,164.30664842970376,6.461395699769419,6.534955938364583,0.16641248093211158,0.022794746526700417,31.174818688417503,0.019343223145027122,0.5013692797976952,0.1496504864087804,0.04116205003171404,1.3681439752043207,0.4332116124085641,0.2719316258268363,0.8715037813496933
arm-d__mistral-7b-base__all-linear-r16__s55__b76124a488,arm_d,mistral_7b_base,arm_d,55,16,1,all,32000,31896,uniform,0.9648394287771986,True,0.6475966771673071,49054.0,0.9831473739177454,128.4765282617553,429.12508317335454,1275.6613826852688,29.772278626398837,0.6964010501251323,25.43914254266799,0.1801198740908732,0.8172173706109338,0.10475003777733405,326,383.61125817716106,688.7580952102621,429.86225682341166,799.1593205452252,750.4008674477789,305,645.9899360522676,2405.2850071815787,2256.110609470063,9236.287973866634,2194.2815466002767,371.5468791539658,210.64614083405212,167.76301691083174,6.448554113098693,6.516645204984414,0.1684722641998192,0.022083532694118536,15.783527388570809,0.015406414969454052,0.5002229903565814,0.22963965167488778,0.05589017927798158,1.207831483534556,0.43608237090034385,0.265046797255747,0.8657125672437754
