dataset_key,model_key_a,model_key_b,delta_r_star,delta_reference_bits_saved_per_token,delta_train_response_tokens,delta_base_codelength_bits_per_token,delta_fisher_effective_rank,delta_fisher_logdet,delta_fisher_trace,delta_hidden_effective_rank,delta_margin_deficit_bits,delta_residual_effective_rank,delta_surprisal_variance_bits2,delta_surprise_weighted_hidden_logdet,delta_unit_gain_ntk_cost,delta_angular_correction_channel_bits,delta_angular_correction_energy_rank90,delta_angular_correction_logdet,delta_angular_correction_rd90_bits,delta_centered_angular_correction_logdet,delta_centered_angular_correction_rd90_bits,delta_centered_correction_rd90_bits,delta_correction_channel_bits,delta_correction_energy_rank90,delta_correction_rd90_bits,delta_dataset_centered_correction_log_volume,delta_dataset_correction_log_volume,delta_dataset_fisher_log_volume,delta_dataset_raw_correction_log_volume,delta_trace_normalized_correction_logdet,delta_coherent_correction_energy,delta_coherent_energy_over_entropy,delta_coherent_fraction,delta_correction_coverage_fraction,delta_correction_intrinsic_dimension,delta_correction_predictable_fraction,delta_nearest_neighbour_cosine,delta_prequential_correction_bits_per_row,delta_prequential_decay_exponent,delta_prequential_late_fraction,delta_text_cross_row_redundancy,delta_base_head_error_alignment,delta_base_head_hidden_alignment,delta_total_correction_channel_bits,delta_within_between_energy_ratio,delta_within_example_channel_bits
cot_math,llama31_8b_base,mistral_7b_base,0.05929425343980721,0.017487022420748566,-6638.333333333336,0.11669143025502882,14.198559322833418,-202.102248241196,-4165.986159787321,3.444486437347038,-0.037848852180751846,0.9466859579553493,-0.008465534307481815,-0.012943038576048393,0.040053782964930895,0.051049107861008025,9.666666666666671,7.505376745339234,18.861925287068146,2.379849797901059,13.340387493569494,16.929318429132934,0.05547602543254393,10.111111111111114,20.662997831050262,25.771804741234746,54.02817202310291,-412.4814170025634,57.373679391270684,8.18435572584184,-2807.538716298513,-1104.3192750881074,-0.06925752386587974,0.04843732887320849,-0.35980195774549983,-0.016156892950682136,-0.03998751376371612,-0.09829934622409686,0.00010490894591477784,0.9405331166598713,0.0,-6.145989006458251e-05,-0.057774404568925034,0.6073815648097547,-0.0189032235836315,0.55882849700488
cot_math,llama31_8b_base,qwen25_7b_base,0.2878544890707727,0.33414456175767965,-3662.625,1.2575490855746652,22.11445549998603,9.637959402098602,328.9497563430023,11.18019914918392,0.739181822677684,1.8433811136749014,0.10338502970901568,0.04893415755784569,-2.7722409784341955,-0.06367526025628445,27.0,8.592589396555326,42.88876174120722,26.181654542916064,90.96473800805052,113.41098066271394,-0.07773774740256023,34.875,62.55495706971544,164.41365888623977,88.87694907329524,484.06390244532986,195.52854136322492,14.24633068700409,361.7183724837699,78.91681446242616,0.16640441166874925,0.010404586661603613,5.4673782099199,0.07266408355861924,-0.018796098993548838,-0.32001400212309505,0.32780619023075586,0.06443096065991805,0.0007075314909688601,0.0003362979504562344,0.013252738670797445,0.6089482552564629,-2.3353218439373755,0.5338608899569319
cot_math,mistral_7b_base,qwen25_7b_base,0.2285602356309655,0.3166575393369311,2975.7083333333358,1.1408576553196363,7.915896177152611,211.7402076432946,4494.935916130324,7.735712711836882,0.7770306748584358,0.8966951557195522,0.1118505640164975,0.061877196133894086,-2.8122947613991265,-0.11472436811729247,17.33333333333333,1.0872126512160918,24.026836454139072,23.801804745015005,77.62435051448102,96.481662233581,-0.13321377283510416,24.763888888888886,41.89195923866518,138.64185414500503,34.848777050192325,896.5453194478932,138.15486197195423,6.0619749611622495,3169.257088782283,1183.2360895505335,0.235661935534629,-0.03803274221160488,5.8271801676654,0.08882097650930137,0.021191414770167283,-0.2217146558989982,0.3277012812848411,-0.8761021559999532,0.0007075314909688601,0.0003977578405208169,0.07102714323972248,0.0015666904467082077,-2.316418620353744,-0.024967607047948093
gsm8k_self,llama31_8b_base,mistral_7b_base,0.19444762149051587,0.16536135992562961,-7152.666666666668,0.44336515866840887,19.597627921348604,-227.98425828309928,-1275.2634832731785,1.266034555378198,0.27729992366706324,3.20384430820668,0.06874052423017701,-0.0028843960516127254,0.05813379222614584,0.018001051706664883,12.0,8.456344818275355,23.913139570049964,7.059327343231672,19.696517799314677,22.158423178694875,0.01631285857579523,12.0,25.226579896534474,24.4454027003585,29.469298235415067,-439.8090053601559,30.728793283449704,8.250749862138917,-141.03425910011472,-108.22744887403323,-0.020601885923395888,0.0560316758762521,4.833004855447513,0.005893933640189604,-0.05992403993047163,0.061009425717958976,0.006675296698391189,-0.09288384050889273,0.0,-0.00011345152918030622,-0.05930319162113365,0.7783725560906678,-1.1861696386724638,0.7873272725234699
gsm8k_self,llama31_8b_base,qwen25_7b_base,0.004152361846533115,0.6353033885440709,-5393.0,1.0876808604419543,44.59620427481512,-68.71830312928986,-410.40489282048384,7.692576758466501,0.7359019484962724,2.9193579002175554,0.19541109647666172,0.045968279287649905,-0.02826295375477275,0.03688010972343947,41.33333333333333,22.20299203832282,75.66436486081224,20.66443875961049,68.12433436071211,82.74864587006161,0.034608207422440085,45.0,86.01220567913964,82.65008159923912,91.19448491789501,-129.68861216139294,105.22942535500135,23.210974816575444,-51.60681542559634,-138.24421460016168,-0.03664385347243264,0.08541484053106664,16.64881602665641,0.0013154819841230125,-0.14953191309915254,-0.3302357142756872,-0.003862491377910282,-0.02532288889236002,0.0,0.00020700892614926346,0.020301854195582045,1.4848638498812203,-0.692137955412818,1.4927681977892178
gsm8k_self,mistral_7b_base,qwen25_7b_base,-0.19029525964398275,0.4699420286184412,1759.6666666666679,0.6443157017735454,24.998576353466518,159.26595515380941,864.8585904526948,6.426542203088303,0.4586020248292092,-0.2844864079891245,0.1266705722464847,0.04885267533926263,-0.0863967459809186,0.018879058016774586,29.33333333333333,13.746647220047464,51.75122529076228,13.605111416378818,48.427816561397435,60.59022269136673,0.018295348846644854,33.0,60.785625782605166,58.204678898880616,61.725186682479944,310.12039319876294,74.50063207155165,14.960224954436526,89.42744367451839,-30.01676572612844,-0.01604196754903675,0.02938316465481454,11.815811171208896,-0.0045784516560665916,-0.08960787316868091,-0.3912451399936462,-0.010537788076301471,0.06756095161653271,0.0,0.0003204604553295697,0.0796050458167157,0.7064912937905525,0.49403168325964586,0.7054409252657479
kind_code,llama31_8b_base,mistral_7b_base,0.15012669823922786,0.0906488312388313,-15300.666666666672,0.630866351287247,45.35628671729593,-274.40283549487987,-1567.2573532865233,3.578139512861469,0.4980923555942913,0.7102867687494516,0.061171941048864586,0.03930229447395395,-0.005848970336266232,0.046309181176026115,19.0,15.02137915854496,36.77518067825844,9.27801638037539,24.967212197916353,27.46200058450364,0.04230273016919872,19.666666666666657,38.07751204846818,33.093220247195404,48.33279878983524,-413.23398347309285,49.55477822329658,14.474484303304934,-234.80364396391977,-181.69393521541005,-0.058355431063818006,0.14175192865714176,43.90669621501184,-0.00035601120913756473,-0.11560737709505134,-0.37410146769960906,-0.013341280154814915,-0.012090835161487679,0.0,-0.00031136647123303104,-0.06543961174354548,0.5369762966656317,0.3292869716159288,0.5325068203308625
kind_code,llama31_8b_base,qwen25_7b_base,0.3777048315547612,0.16704661549210764,-386.6666666666715,0.30898544796986593,87.34343009149941,-152.3702449388042,-1228.9432685190534,12.41182153972041,0.2129997177809666,0.2984464246863894,0.04886132660983866,0.16720412156857312,-0.07530106014377086,0.03127798935508985,76.99999999999999,39.1126595438311,133.7478337693201,44.10044157309599,137.58752451952543,145.1418979917752,0.03490625233740463,76.0,139.91140676364887,173.18564379789393,166.99753213002987,-220.7604895612426,175.33723144024611,40.248130098427836,-68.04499360384163,-53.2246915577491,0.023405835695079938,0.09684987623892558,55.68408480468711,-0.037664295185737696,-0.16209381106055978,-1.7296350797803162,-0.07132616511057376,0.08554499451582659,5.551115123125783e-17,0.00022196617630570363,-0.0002421186752743082,1.351603071823508,-0.14912508800127355,1.353661960915268
kind_code,llama31_8b_base,qwen3_8b_base,0.1890311813411668,0.13904734887532472,-386.6666666666715,0.47166003094861053,130.32572598628724,1.9462932266809219,-769.0340659707917,21.74483266654746,0.4148908322435272,0.2811031481646822,0.06745840119223984,0.21763772384316493,-0.4405471466028609,0.07816803416486984,157.66666666666666,75.73555419220943,295.4835029816146,80.33938650088928,301.9190081342691,293.68850171443506,0.07921028276841313,147.0,287.1824471660411,413.8323978515097,414.40572601747164,203.42701233220782,412.68628260895565,74.97702396701986,-94.84325718229066,-64.67567085909593,-0.031108279020283694,0.1836902569221601,67.94734894864274,-0.04889921515779198,-0.3047127330464545,-2.2346384950340985,-0.05054006952368882,-0.8002714932830388,0.0,0.00025009697221710684,0.0190706741676753,2.7701023255687804,0.06331474191923903,2.769685891869816
kind_code,mistral_7b_base,qwen25_7b_base,0.22757813331553334,0.07639778425327634,14914.0,-0.32188090331738106,41.987143374203484,122.03259055607566,338.3140847674699,8.833682026858941,-0.2850926378133247,-0.41184034406306225,-0.012310614439025924,0.12790182709461917,-0.06945208980750463,-0.015031191820936263,57.999999999999986,24.09128038528614,96.97265309106166,34.8224251927206,112.62031232160908,117.67989740727157,-0.0073964778317940905,56.33333333333334,101.83389471518069,140.09242355069853,118.66473334019463,192.47349391185026,125.78245321694953,25.773645795122903,166.75865036007815,128.46924365766097,0.08176126675889794,-0.04490205241821618,11.777388589675269,-0.03730828397660013,-0.046486433965508445,-1.3555336120807069,-0.05798488495575884,0.09763582967731427,5.551115123125783e-17,0.0005333326475387347,0.06519749306827118,0.8146267751578762,-0.47841205961720235,0.8211551405844055
kind_code,mistral_7b_base,qwen3_8b_base,0.03890448310193895,0.0483985176364934,14914.0,-0.15920632033863646,84.96943926899132,276.34912872156076,798.2232873157316,18.16669315368599,-0.08320152335076414,-0.42918362058476944,0.00628646014337525,0.17833542936921098,-0.4346981762665947,0.03185885298884372,138.66666666666666,60.714175033664475,258.70832230335617,71.06137012051389,276.9517959363527,266.2265011299314,0.03690755259921441,127.33333333333334,249.1049351175729,380.7391776043143,366.0729272276364,616.6609958053007,363.13150438565907,60.50253966371493,139.9603867816291,117.01826435631413,0.027247152043534312,0.04193832826501834,24.040652733630896,-0.04854320394865441,-0.18910535595140315,-1.8605370273344894,-0.03719878936887391,-0.7881806581215511,0.0,0.0005614634434501378,0.08451028591122078,2.2331260289031487,-0.26597222969668977,2.2371790715389537
kind_code,qwen25_7b_base,qwen3_8b_base,-0.1886736502135944,-0.02799926661678294,0.0,0.1626745829787446,42.98229589478784,154.31653816548513,459.90920254826165,9.333011126827047,0.20189111446256058,-0.017343276521707196,0.018597074582401174,0.050433602274591816,-0.36524608645909007,0.046890044809779985,80.66666666666667,36.622894648378335,161.7356692122945,36.238944927793284,164.33148361474366,148.54660372265985,0.0443040304310085,71.0,147.2710404023922,240.64675405361578,247.40819388744177,424.1875018934504,237.34905116870954,34.728893868592024,-26.798263578449024,-11.450979301346834,-0.05451411471536363,0.08684038068323452,12.263264143955627,-0.01123491997205428,-0.1426189219858947,-0.5050034152537826,0.020786095586884934,-0.8858164877988655,-5.551115123125783e-17,2.813079591140318e-05,0.019312792842949608,1.4184992537452725,0.21243982992051258,1.4160239309545481
kind_dialogue,llama31_8b_base,mistral_7b_base,-0.009723437561598436,-0.054525095899102954,-1783.6666666666642,-0.12100257656966384,4.8375569138864165,-342.24581432242013,-3532.53518561674,-1.419946712113422,-0.2175266421788351,0.45922418839642987,-0.16878010026686097,0.011649990000233035,0.3378280476501585,0.01642132912100469,4.666666666666686,6.127106169147538,12.274409866598205,1.1298439913159655,3.1400497655210415,-10.662776493823799,0.013629450678795063,-2.0,-2.355440299773079,4.143366703993479,16.13344857435095,-448.3963378516355,-2.8523511701087045,0.020767305152446625,-354.18332188684997,-124.66257831113265,-0.04939108430661957,0.1922072210422022,-0.1679768993378019,0.015609997083963933,-0.05357666188140195,-0.4981195593530958,-0.016187369459525217,0.16586266911936998,0.0,-0.0003465821991147056,-0.06675737094593023,0.22089297209666015,-1.1217028430711231,0.22062845130144204
kind_dialogue,llama31_8b_base,qwen25_7b_base,-0.2768321553957839,0.00910753352312721,-90.0,-0.09645040922881076,53.78727893672476,-220.30512190653047,-3797.623895585004,15.342856221463517,-0.20400006725788278,0.3794877216775703,-0.1838094799927631,0.1398721620873692,-0.7109899561673134,0.023988047685680636,68.66666666666667,36.214161401792,120.85669029948514,37.985065459653626,122.08847416178583,121.51854695339503,0.020933570636539223,71.00000000000001,119.54800426511761,152.76268118784253,150.67172479835062,-291.79049765333457,145.65801616219164,29.17206803311369,-116.2800871239308,-41.01962275340622,0.010667120901644303,0.2371724470182208,22.450514268856516,-0.012430352902164765,-0.14609116756356946,-1.1745331521865965,-0.04364971432511003,0.2127871470845093,0.0,0.00019470611061097793,0.015378095370573067,1.3858008024808264,-0.5545135740304694,1.3884500389182044
kind_dialogue,llama31_8b_base,qwen3_8b_base,-0.17632252958878947,-0.049761877230731305,-90.0,-0.14139284839055755,93.57657247825215,28.603031159460983,-2627.37684302119,16.32078645746331,-0.20510132402058834,0.3963927212593177,-0.2614632975092278,0.21024929165831985,-2.0108092934146224,0.06341358732155467,156.0,78.6435487150019,301.9201440823629,80.53338597202895,304.61696714619376,264.29551067211014,0.0675211431885776,131.33333333333334,260.2943167383588,426.52725129729384,427.1689769278103,166.99995423694781,404.15564841392944,65.37185217677727,-160.40575273000033,-53.549018992799546,-0.010774373556020012,0.3320453073135003,31.70622156359494,-0.007035703804172992,-0.29384899136831144,-1.8837820615189742,-0.0823977090364228,-0.3303139744972576,0.0,0.00022049680340992058,0.02639605332373899,2.8569825459213796,0.4032872753417358,2.858154706791076
kind_dialogue,mistral_7b_base,qwen25_7b_base,-0.26710871783418544,0.06363262942223016,1693.6666666666642,0.02455216734085308,48.949722022838344,121.94069241588966,-265.0887099682641,16.76280293357694,0.013526574920952328,-0.07973646671885959,-0.015029379725902126,0.12822217208713615,-1.048818003817472,0.007566718564675945,63.999999999999986,30.08705523264446,108.58228043288693,36.85522146833766,118.94842439626478,132.18132344721883,0.0073041199577441596,73.00000000000001,121.90344456489069,148.61931448384905,134.53827622399967,156.60584019830094,148.51036733230035,29.151300727961242,237.90323476291914,83.64295555772642,0.060058205208263875,0.0449652259760186,22.618491168194318,-0.0280403499861287,-0.09251450568216751,-0.6764135928335008,-0.027462344865584812,0.0469244779651393,0.0,0.0005412883097256835,0.0821354663165033,1.1649078303841662,0.5671892690406537,1.1678215876167624
kind_dialogue,mistral_7b_base,qwen3_8b_base,-0.16659909202719103,0.004763218668371649,1693.6666666666642,-0.0203902718208937,88.73901556436573,370.8488454818811,905.15834259555,17.740733169576732,0.012425318158246768,-0.06283146713711218,-0.09268319724236684,0.1985993016580868,-2.348637341064781,0.046992258200549974,151.33333333333331,72.51644254585436,289.6457342157647,79.40354198071299,301.4769173806727,274.95828716593394,0.05389169250978254,133.33333333333334,262.6497570381319,422.38388459330037,411.03552835345937,615.3962920885833,407.00799958403815,65.35108487162482,193.7775691568496,71.1135593183331,0.03861671075059956,0.1398380862712981,31.874198462932743,-0.022645700888136926,-0.24027232948690952,-1.3856625021658784,-0.06621033957689758,-0.49617664361662756,0.0,0.0005670790025246262,0.09315342426966922,2.6360895738247194,1.524990118412859,2.637526255489634
kind_dialogue,qwen25_7b_base,qwen3_8b_base,0.10050962580699441,-0.058869410753858514,0.0,-0.04494243916174678,39.789293541527385,248.90815306599146,1170.2470525638141,0.9779302359997928,-0.0011012567627055603,0.016904999581747404,-0.07765381751646472,0.07037712957095066,-1.299819337247309,0.03942553963587403,87.33333333333334,42.4293873132099,181.0634537828778,42.54832051237533,182.52849298440793,142.7769637187151,0.04658757255203838,60.33333333333333,140.7463124732412,273.7645701094513,276.4972521294597,458.7904518902824,258.4976322517378,36.19978414366358,-44.12566560606953,-12.529396239393328,-0.021441494457664315,0.0948728602952795,9.255707294738425,0.005394649097991774,-0.147757823804742,-0.7092489093323775,-0.038747994711312767,-0.5431011215817668,0.0,2.5790692798942653e-05,0.011017957953165923,1.4711817434405532,0.9578008493722052,1.4697046678728718
