model_key,dataset_key,task_family,seeds,r_star_bits_per_value,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_information_bits,correction_channel_deficit_bits,angular_correction_channel_deficit_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,adapter_bits_at_r90,ceiling_heldout_bits_saved,corpus_rows,heldout_tokens,r50,r75,r90,r95,shape_r90_over_r50,train_tokens,corpus_tokens,log_corpus_tokens,tokenizer_fertility_relative,receivers_sharing_corpus,log_train_response_tokens,log_channel_deficit
mistral_7b_base,arm_a,metamath,6,0.7853265470977294,0.564911650091074,48183.666666666664,0.9967043793294579,77.01135154705113,320.3826864941154,1290.0137126738073,27.01342271425293,0.7047782827479144,24.485740443424646,0.18414998874619048,0.8176053416342826,0.14150012201856438,1.7621264432633474,137.16666666666666,125.54400293199859,282.7687028286047,139.10066876507534,312.27456291050436,295.58266372383434,1.7516038162894685,128.5,266.94050116301156,586.5776039969845,551.9828555990221,2317.059306198258,535.052857597905,121.26065230743659,209.07608667294218,165.43463683256448,87.47107086944982,0.08587368477549835,0.07535105780161933,0.16551800592443194,0.08773814759772963,33.45203060963494,0.003092933157112232,0.45486761384725033,-0.6373208374379685,0.11450904522750778,0.05909620717673014,0.4285118092568157,0.0006317915075529307,0.13419009979352797,12.797731615876948,30.178613630067645,12.803628861572221,32938982.77798194,28312.012957661642,4000.0,50148.166666666664,0.2950936377505966,0.5039673947737988,0.7853265470977293,0.9953561911553805,2.6612388544162777,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.5416400917088686
mistral_7b_base,arm_b,metamath,6,0.7419084623615614,0.5920064890059381,48183.666666666664,0.992305120302165,78.75918049151448,318.9269819809625,1263.4413434442163,26.94833539604592,0.7021783238281215,24.69573994012946,0.10942271096283825,0.8155962157066904,0.14029586387673043,1.7611929633983665,136.5,125.36314113085704,281.8472414598988,138.9136864166184,311.38873947786993,297.9118781254519,1.7527418211806305,129.33333333333334,268.9196842322536,743.6710332987619,706.6967813493287,2490.594220514173,691.1279732113536,122.1209855323998,207.06949554626544,164.71146770667244,88.09167010803303,0.0835394054695811,0.0750882632518447,0.16580595116628793,0.08808373857981715,29.626688032646403,0.0001663965865955445,0.45930027203279056,-0.48778347423659607,0.09848582630817397,-0.04346575022209065,0.43023883807764446,0.0006354220953512412,0.13549715075225055,12.791955646473,30.32914525278729,12.796462978350556,31117896.313169476,29669.30958570147,8000.0,50148.166666666664,0.271782541763599,0.4741455073689928,0.7419084623615615,0.9414273420647313,2.7322520584176666,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.581399313560817
mistral_7b_base,arm_c,metamath,6,0.8382688954264457,0.6187350692647056,48183.666666666664,0.9980159046632858,73.4061086865784,316.8323762905705,1286.2823445152587,27.031774891534937,0.7093295434509249,24.27417345669303,0.13545020025272356,0.8151992897044947,0.13747532656874414,1.7565521165073,134.5,123.80788701854745,277.49665831907373,137.89886239904692,308.46995747497823,293.8824207811108,1.7440108721026937,126.66666666666667,263.28735658332204,906.3801880330989,866.3379059951236,2665.6893505347502,847.7743702166276,119.80587272451737,220.3675486453942,175.7946404894346,86.42166922451777,0.09346662896227316,0.08092538455766711,0.1726323410150159,0.08145044790708711,29.336847557075583,0.012282817067812646,0.46956851378158143,-0.33331808692793713,0.08349877291006831,-0.8551074629789888,0.43495078557532113,0.0006274924964249761,0.13490858223995442,12.709125934699173,30.175088046895638,12.71643178898041,35094793.885922514,31000.50182022587,16000.0,50148.166666666664,0.28703186914830153,0.5074895373915257,0.8367250892143848,1.1307731549531634,2.914425881593481,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.4194048282423557
mistral_7b_base,arm_d,metamath,6,0.9890511453748932,0.6418396675585408,48183.666666666664,0.9811030550530025,77.04721703289289,319.5472028966476,1273.4525553933966,27.073625558100577,0.6920423051148342,24.41449823239047,0.11031236771753804,0.8150423829779158,0.1365564145931045,1.7608387552983225,137.33333333333334,125.23918204423256,282.32823795309747,138.91888045193525,312.1521149848139,298.5281280320938,1.7502006416820428,129.83333333333334,268.98198741456446,1082.3846517709417,1043.5878825055338,2848.43629044266,1025.5184984749894,121.54950687585819,211.57084187672902,167.71981138284747,87.6794353961498,0.08727685938292407,0.0766387457666446,0.16708100942378123,0.08624516946557231,32.588869929902366,0.010411819091981855,0.45563513590539845,-0.4372584869415556,0.09214340744783901,-0.4389538900452454,0.4280855383678828,0.0006225533651041527,0.13326870458566997,12.775072190792391,30.131841853877532,12.781480398941248,39694378.992151834,31863.829963769895,32000.0,50148.166666666664,0.30847467548219926,0.5598435604147918,0.9463877437627755,1.307055798940674,3.0713664099287428,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.518257001887287
mistral_7b_base,arm_e,metamath,6,0.7164861767303101,0.5482618464231226,48183.666666666664,0.9986476363458981,74.3736680614149,319.0972498978574,1296.5344257550182,27.198281546881493,0.7071491556319719,24.408165095031137,0.15371047647535097,0.8160152336870365,0.1360343874998419,1.757353142938219,136.16666666666666,124.45828811168376,279.8360083196079,138.7337009870076,311.04652308538147,294.7925369021838,1.745704075713199,127.33333333333333,264.329771650708,440.5578040353062,408.16277365287897,2137.416146505045,394.6528250752722,120.28036104676067,221.3097358995493,176.0041000975799,86.76394019924784,0.09177342535176825,0.08012435812674752,0.17353133430104675,0.08223331123531058,30.86164367166697,0.005262548415295702,0.46339436139314927,-0.3864427586664571,0.07066204895129354,-0.36104146090224615,0.4294120576417258,0.0006251537643879884,0.13574001105063146,12.747753767805898,29.85893532174387,12.754511148797834,30051608.370046463,27475.634892805654,2000.0,50148.166666666664,0.2748376980583604,0.47082135503800765,0.71648617673031,0.898244421370087,2.606369932833054,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.4457797339959026
mistral_7b_base,lever_div_1200,metamath,6,0.7125132418478503,0.581319638275046,48183.666666666664,0.9769256077415776,76.20796758817185,315.6638162183649,1256.0452576612195,26.6154360954137,0.693266935821157,24.63563805557421,0.10740433005266514,0.8130849083820549,0.1295600276790058,1.7588991747574234,136.0,124.66034586646909,279.96506433390005,138.73023181513335,310.7988127299929,296.68532762423075,1.7488096530130486,128.33333333333334,266.44825719329896,741.7017450525171,703.1347246874692,2485.3540951818363,686.7862285198603,121.07105043961451,213.3078324249549,171.94635971492607,87.3343020322247,0.08866784805191863,0.07857832630754324,0.1718833958262768,0.08407813634122263,30.225998934713413,0.016720785519144465,0.4638753066288542,-0.37104589768974156,0.079371580055819,-1.3153171343115122,0.442944274473754,0.0006321310201820855,0.1329085150759839,12.726205312330457,30.31958040973164,12.731308256061332,29884971.40335406,29131.28817164143,8000.0,50148.166666666664,0.2666742436515236,0.4603943864706739,0.7125132418478503,0.903813774646396,2.671749214903994,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.4954451276945724
mistral_7b_base,lever_div_3600,metamath,6,0.7455035284193694,0.5893026579950302,48183.666666666664,1.0062708203560213,76.00404444457507,318.3871565019097,1282.174656361988,27.87127077374227,0.7133910412558894,24.723885997308958,0.16642201153178549,0.8158441559603586,0.13851612888623235,1.7580448883475661,135.83333333333334,124.64035590976539,279.9577638306974,138.66779598982143,310.6202984925056,295.47700315772755,1.7484617250450694,128.0,265.5618196723874,742.3898696522059,704.0059319581486,2487.9957295893496,686.5756077434147,120.8408387691486,215.7329469234146,170.35282748687763,87.16823941455675,0.08781950160514129,0.07823633830264472,0.17091869956590108,0.08412619184073279,32.119492464898734,0.0026980266876276415,0.4622989390496075,-0.44142221268852033,0.061061113282829975,-0.10153791126616817,0.43336114471137277,0.0006385344968463126,0.13383611740181978,12.761730707092555,30.361315250646204,12.767387933918206,31268684.312634747,29537.50876088314,8000.0,50148.166666666664,0.2713786673164056,0.47333495584144836,0.7455035284193694,0.9574574106430803,2.7478839971080586,48183.666666666664,48183.666666666664,15.556256563091328,1.0,1,15.556256563091328,-3.509314842896599
mistral_7b_base,lever_div_400,metamath,9,0.6195330317741227,0.5555414433078825,48166.555555555555,0.9931516053620726,74.8475702284004,316.8694194992338,1277.9663546821955,26.514173583706093,0.7029865214038485,25.072892624317575,0.126571111449518,0.8129980139176443,0.13505768923934858,1.7588250329624129,134.44444444444446,124.67734836563346,278.54533892556987,138.8146942507166,309.4190671369262,294.2435774001512,1.7462615312266516,126.55555555555556,263.8235655754406,737.5117472712847,698.8721140354517,2482.6909210289,680.9910796366046,120.56296477362318,218.410516799749,173.69735097951045,86.96779569688849,0.09121596983831529,0.07865246810255393,0.17252590579329838,0.0838315465519416,24.96997941641602,0.012135533846870902,0.4700416551580977,-0.30968396881543,0.05474376331039931,-0.21734786158062605,0.4591175324138333,0.0006453344505432026,0.13465328341008484,12.740774187858587,30.311063572350875,12.746744921612674,46712463.2988917,27748.062000861235,8000.0,49966.77777777778,0.2363968519789007,0.4136740600119103,0.6195330317741227,0.7788889764561036,2.6344627610332827,48166.555555555555,48166.555555555555,15.55574413842153,1.0,1,15.55574413842153,-3.454569760235931
llama31_8b_base,cot_math,metamath,9,0.6849496323609732,0.40877041956669025,41494.0,1.5738992620792143,74.18568804271096,124.30914583343835,656.3106818477361,30.724483302123417,0.9953188555433581,21.644477385628484,0.15615352610284763,0.7870684981921238,0.15321842934899785,1.6274665614399786,107.0,105.8680172873201,219.40905192538153,127.29241040309502,274.84618019423624,265.5250364802975,1.6273610025006815,102.0,212.58234378030608,1027.3486522663575,929.8453111049395,2422.845591266776,919.3927413986696,104.44576001097319,370.4671591523932,107.16647744134912,75.34169000485493,0.20852146601127775,0.20841590707198066,0.2870880362478388,0.12316310432675374,25.814098831994432,0.11928332205382534,0.5590519760169208,3.055859939087836,0.14295643603175479,1.1124301657663556,0.4305815734348114,0.0005787815312802143,0.07964394700834142,11.780668838260421,22.94964560386037,11.705858411025465,27825942.315066665,17421.170820428277,32000.0,42871.0,0.25481182949876163,0.4289150486718958,0.6634221628920236,0.8344005584656791,2.356983610668551,41494.0,44927.65277777778,15.455316070515703,0.9235737332025469,3,15.340615118513762,-2.261732186929973
llama31_8b_base,gsm8k_self,gsm8k,3,1.024678638288958,0.9502454836378801,26037.333333333332,1.8006018447922543,110.07166251189096,125.97484111029183,236.2066410001968,40.04615469337573,1.348506651003845,26.834612445822255,0.327029404124661,0.7821929194750011,0.21306487305144725,1.8004728916692898,151.66666666666666,135.1021877601842,309.73117673869524,141.9463919713991,324.20607299505355,313.6861918762467,1.7990690291117122,144.0,299.5603621200607,734.9638353354227,716.9682450325326,2079.455042564184,705.1747669156276,133.15119674450685,21.413358715938642,11.450913697708707,96.04828561586537,0.03840847195325492,0.037004609395677214,0.09298117055201462,0.18051154663916938,42.06941915114388,0.0069189041613451074,0.35212016353025694,-0.34459760089648145,0.09899869536268763,-0.13913901193795805,0.3936404949531755,0.0005321114519261147,0.08601570512639056,13.442824589444669,31.049432259150546,13.442529534158007,42978137.11289932,24506.14127425289,7217.0,25793.333333333332,0.27531366882208314,0.5997098710325094,1.0246786382889586,1.350817461599006,3.7229824460739267,26037.333333333332,30219.22222222222,14.883178908662947,0.861614939718281,3,14.668294079059997,-4.70243162109744
llama31_8b_base,kind_code,magicoder,3,1.0413726121078197,0.256298581364941,90248.33333333333,2.2242942017951868,165.71565181623495,159.20828362790752,266.9251327907723,37.640337219670286,1.752837870290086,28.874938234522727,0.488864214188166,0.9188443997455719,0.08161477580025053,1.7822194313934372,187.66666666666666,154.7350023494853,371.0685409031182,163.3996467718782,385.3813801439269,371.27646901294617,1.7849513697410677,176.0,358.8628291917098,835.5338296140529,816.9680613236687,2192.7013887360386,802.0399202074149,152.64445653937162,23.375893452032106,13.812647681065657,110.10970023427119,0.019030447710735254,0.021762386058366667,0.09592838761817125,0.26404670757745424,91.59066685028931,-0.047678018077150774,0.22961389340488017,-2.2750638114682213,0.029546991996972694,0.33395207479721395,0.2298934096260423,0.000472045902048446,0.07596824419565396,14.095747654065613,30.746643728290707,14.097081626843556,43670843.876012415,22607.27075128994,8000.0,88248.33333333333,0.35925588262788377,0.6844383996709547,1.0411940545085052,1.3744400759086506,2.897111137439797,90248.33333333333,94266.83333333333,16.524462644594518,0.957371008891427,4,16.461612668735548,-5.715546686887982
llama31_8b_base,kind_dialogue,hh_rlhf,3,0.9033623046328357,0.23413962795723617,16692.666666666668,2.8733261290275443,124.61156024105986,270.0188731625913,734.7023734351068,40.33925530224729,1.881140297689613,28.33559717446283,0.6560770365881736,0.9125840312072571,0.6624379583587872,1.8142236207118119,184.33333333333334,157.24637656146723,371.15131487220714,160.34585580565474,375.9762611940637,327.1545773644396,1.7936529704146553,158.33333333333334,321.2491750978584,824.660539706449,818.6806518860889,2414.0969184573455,754.87543184064,138.71655922875416,33.333335720906376,10.452586631819658,100.0628460442519,0.03186178650275314,0.01129113620559711,0.042339034145886835,0.4322679156516207,51.694556117695164,0.00742515700653749,0.22090015819571837,-1.706768706981024,0.02843640322325637,0.27147227569160565,0.352988271334522,0.00042464175986532525,0.08435952780820516,14.276857136797242,24.61904701768769,14.27794085045709,37889761.27770717,4326.310101192845,7998.0,18493.666666666668,0.3299724073995847,0.6111611674362688,0.9033623046328346,1.1436515195484025,2.7375421077133866,16692.666666666668,17183.583333333336,14.068743296012551,0.9714310655034116,4,14.026926824331673,-4.972029028171897
llama31_8b_base,kind_instruct,alpaca,3,0.7475240465550103,0.3814758184460601,15133.666666666666,2.2563000896479934,79.04726960397413,247.27410191594035,821.3655797200885,35.673842989436544,1.5870929751351166,27.593742582990597,1.1753751176558993,0.9252679944904804,0.714286493477724,1.8227630327000053,180.66666666666666,155.07610271986354,364.87628293674044,158.34363560425322,370.2733079457953,268.1969082228006,1.7698279759988758,130.66666666666666,263.39601470161136,818.1599359930874,811.473549774928,2372.4599005432196,683.4348964266898,119.2799162327233,32.25881105410168,13.603909902979362,86.04227181330043,0.0676495250660915,0.014714468364961819,0.04563517235916718,0.3712472755385456,34.31634367484378,0.06522351800057687,0.27582715960896714,-2.0319222441923923,-0.044070553884174905,0.24251415675564034,0.34009917441010806,0.0004755094837854217,0.07768734558834296,14.27228301679034,23.48090969640812,14.272338786402905,31353430.985618662,5293.403705006441,8000.0,13879.0,0.23687497844399785,0.4556494972098477,0.7475240465550103,0.895862171042062,3.1650782583802446,15133.666666666666,15726.666666666666,13.940925297405668,0.9622933446375583,4,13.885473953418325,-3.885776383986803
llama31_8b_base,kind_summary,xsum,3,0.6736490402101966,0.5655867556097488,6430.666666666667,2.3227116002300483,147.17117171082745,216.93430383973018,458.8369438850411,41.12724200133198,1.5902645693818018,28.347674443039637,0.42377315770707735,0.9003717042232283,0.23168751611994617,1.6758593035385783,175.33333333333334,146.33684326921096,348.0541297052271,150.4299696652955,354.6657854368503,336.9658319518159,1.666978955148189,165.0,330.85758179108245,788.8889367151545,780.5623271041059,2186.425630784122,758.3859853791861,139.75708071086214,24.825709615787417,9.591305955613796,100.8134236353397,0.019767969657542055,0.010887621267152925,0.05838583819546644,0.41834905038472364,65.76249553597661,-0.029542825193829003,0.2113974486000578,-1.7461579543471686,0.033743326183188226,0.2874027042613429,0.45769912923163586,0.0004411883616373703,0.07762196397155025,14.252012218850288,24.795988002147222,14.252252312220415,28254888.639497858,3464.856801860977,8000.0,6126.0,0.19003925059771906,0.3584141360892978,0.6736490402101959,0.9112678848378083,3.548711106877677,6430.666666666667,6654.333333333334,12.700078421141662,0.9663878174623052,4,12.650752594040739,-5.660691488430193
llama31_8b_base,panel_math,metamath,3,0.9266491819773327,0.6335120301965204,41494.0,1.225934764292712,108.31116363481895,109.89250220133319,196.0014946567836,28.936098748823607,0.8350505535296785,26.093817634593478,0.1308172901294946,0.8019622341629757,0.19262422503845736,1.80090575015281,148.33333333333334,134.41031178030238,305.9975750307844,140.59783971756465,319.2987391573882,309.67318527330195,1.798518532898911,142.0,296.48932687670083,753.186890521718,736.6943523866622,2053.624437446258,725.4252579102834,132.33574171880173,16.921000916740173,11.127245489303974,95.46005915503899,0.03895896816605612,0.03657175091215703,0.08751644995152619,0.18307933393005368,31.046035897361737,0.02923426399910563,0.38978301272098675,0.01898153006860321,0.09723491218873243,2.3331485663362757,0.42689546018564456,0.0005136457237178257,0.08270655389821614,13.339385649150609,31.129450409155186,13.334485556180715,38866483.705642544,27159.16829539173,8000.0,42871.0,0.3330675898437475,0.5790469436388328,0.9266491819773326,1.2391197814610047,2.786544571679079,41494.0,44929.666666666664,15.455380738091618,0.9235323357247254,3,15.340615118513762,-4.681900721836679
